loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status,age_group,income_segment,loan_amount_segment,interest_rate_segment,loan_to_income_segment,credit_history_segment,employment_length_segment,grade_risk_score,interest_risk_score,dti_risk_score,previous_default_risk_score,income_risk_score,risk_score,risk_level
12004,25,61200,Mortgage,9.0,Medical,D,20000,14.74,1,0.28,Y,2,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,Medium DTI,Very Short History,6-10 Years,35,10,10,15,0,70,High Risk
12005,25,68000,Rent,4.0,Personal,B,11200,11.99,0,0.16,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,4-5 Years,10,5,5,0,0,20,Low Risk
12006,22,69700,Rent,4.0,Venture,B,11200,10.99,0,0.16,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,4-5 Years,10,5,5,0,0,20,Low Risk
12007,24,71000,Rent,8.0,Venture,B,11200,11.36,0,0.16,N,3,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12008,24,61200,Mortgage,9.0,Medical,B,13500,10.83,1,0.19,N,2,Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12009,22,78000,Other,4.0,Personal,B,5600,10.99,0,0.07,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Very Low DTI,Very Short History,4-5 Years,10,5,5,0,0,20,Low Risk
12010,25,72000,Rent,8.0,Personal,B,11200,10.36,0,0.16,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12011,25,78000,Mortgage,0.0,Homeimprovement,B,25000,9.64,0,0.32,N,4,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,High DTI,Short History,0-1 Years,10,5,20,0,0,35,Medium Risk
12012,26,78402,Rent,3.0,Venture,B,11200,11.71,0,0.14,N,3,Non-Default,No Previous Default,26-35,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
12013,25,80000,Rent,0.0,Homeimprovement,B,11200,10.99,0,0.14,N,3,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
12014,25,78200,Mortgage,9.0,Medical,A,6000,6.54,0,0.08,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12015,25,82000,Rent,9.0,Personal,A,11200,5.42,0,0.14,N,4,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Very Low Rate,Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12016,23,61455,Mortgage,0.0,Medical,E,15000,16.82,1,0.21,N,3,Default,No Previous Default,18-25,Mid Income,Medium Loan,High Rate,Medium DTI,Very Short History,0-1 Years,50,15,10,0,0,75,High Risk
12017,24,86700,Rent,2.0,Education,A,11200,7.49,0,0.13,N,4,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Very Low Rate,Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
12018,24,78386,Own,3.0,Education,A,4000,5.42,0,0.05,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
12019,22,78400,Mortgage,2.0,Venture,D,5000,17.49,0,0.06,Y,3,Non-Default,Previous Default,18-25,Mid Income,Very Small Loan,High Rate,Very Low DTI,Very Short History,2-3 Years,35,15,5,15,0,70,High Risk
12020,24,78400,Mortgage,5.0,Venture,C,17400,13.48,0,0.22,N,2,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Medium Rate,Medium DTI,Very Short History,4-5 Years,20,10,10,0,0,40,Medium Risk
12021,26,100016,Rent,10.0,Education,C,11200,13.98,0,0.11,Y,2,Non-Default,Previous Default,26-35,Upper-Mid Income,Medium Loan,Medium Rate,Low DTI,Very Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
12022,22,78413,Mortgage,6.0,Education,B,17500,10.65,0,0.22,N,2,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,Medium DTI,Very Short History,6-10 Years,10,5,10,0,0,25,Low Risk
12023,26,78420,Mortgage,2.0,Homeimprovement,B,8000,11.49,0,0.1,N,4,Non-Default,No Previous Default,26-35,Mid Income,Small Loan,Low Rate,Very Low DTI,Short History,2-3 Years,10,5,5,0,0,20,Low Risk
12024,24,78500,Mortgage,8.0,Venture,A,6000,7.49,0,0.08,N,4,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12025,23,78500,Mortgage,7.0,Education,A,7200,7.49,0,0.09,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12026,25,72500,Mortgage,3.0,Venture,D,16000,15.28,1,0.22,Y,4,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,Medium DTI,Short History,2-3 Years,35,10,10,15,0,70,High Risk
12027,23,78500,Mortgage,7.0,Debtconsolidation,A,4800,7.14,0,0.06,N,4,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12028,24,110000,Rent,1.0,Education,A,11200,7.49,0,0.1,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
12029,25,78500,Mortgage,9.0,Debtconsolidation,A,16000,7.88,0,0.2,N,2,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Very Low Rate,Low DTI,Very Short History,6-10 Years,5,5,10,0,0,20,Low Risk
12030,24,180000,Rent,3.0,Personal,A,11200,5.79,0,0.06,N,4,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Very Low Rate,Very Low DTI,Short History,2-3 Years,5,5,5,0,0,15,Low Risk
12031,25,45000,Rent,2.0,Debtconsolidation,A,11250,9.38,0,0.25,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Low Rate,Medium DTI,Very Short History,2-3 Years,5,5,10,0,0,20,Low Risk
12032,25,75000,Rent,1.0,Homeimprovement,C,11250,13.48,0,0.15,N,3,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Medium Rate,Low DTI,Very Short History,0-1 Years,20,10,5,0,0,35,Medium Risk
12033,22,72644,Mortgage,3.0,Personal,A,5900,7.49,1,0.08,N,3,Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
12034,26,61754,Mortgage,7.0,Medical,D,10000,14.83,1,0.14,N,4,Default,No Previous Default,26-35,Mid Income,Small Loan,Medium Rate,Low DTI,Short History,6-10 Years,35,10,5,0,0,50,Medium Risk
12035,21,35000,Rent,5.0,Medical,C,11300,13.49,1,0.32,N,3,Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Very Short History,4-5 Years,20,10,20,0,0,50,Medium Risk
12036,26,41892,Rent,8.0,Education,C,11300,13.22,0,0.27,N,4,Non-Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Medium Rate,Medium DTI,Short History,6-10 Years,20,10,10,0,0,40,Medium Risk
12037,25,78720,Mortgage,6.0,Medical,B,10000,9.62,0,0.13,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12038,22,78792,Mortgage,4.0,Education,D,5500,14.61,0,0.07,N,4,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,35,10,5,0,0,50,Medium Risk
12039,23,78885,Own,2.0,Venture,B,20000,12.42,0,0.25,N,3,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Medium Rate,Medium DTI,Very Short History,2-3 Years,10,10,10,0,0,30,Medium Risk
12040,26,78948,Mortgage,3.0,Medical,B,17500,11.83,0,0.22,N,2,Non-Default,No Previous Default,26-35,Mid Income,Large Loan,Low Rate,Medium DTI,Very Short History,2-3 Years,10,5,10,0,0,25,Low Risk
12041,22,72955,Mortgage,6.0,Personal,B,7500,10.99,1,0.1,N,2,Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12042,22,45000,Rent,6.0,Education,C,11300,13.48,0,0.25,Y,2,Non-Default,Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,Medium DTI,Very Short History,6-10 Years,20,10,10,15,0,55,High Risk
12043,22,78996,Own,6.0,Medical,B,10000,11.11,0,0.13,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12044,23,71000,Rent,7.0,Medical,A,11300,7.49,0,0.16,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Very Low Rate,Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12045,21,29000,Rent,5.0,Debtconsolidation,B,11325,9.91,1,0.39,N,3,Default,No Previous Default,18-25,Low Income,Medium Loan,Low Rate,High DTI,Very Short History,4-5 Years,10,5,20,0,10,45,Medium Risk
12046,22,79000,Mortgage,6.0,Medical,A,10375,6.62,0,0.13,N,4,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Very Low Rate,Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12047,23,79000,Mortgage,7.0,Education,A,17825,6.62,0,0.23,N,2,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Very Low Rate,Medium DTI,Very Short History,6-10 Years,5,5,10,0,0,20,Low Risk
12048,25,36000,Rent,7.0,Medical,B,11325,12.69,1,0.31,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Short History,6-10 Years,10,10,20,0,0,40,Medium Risk
12049,24,79000,Mortgage,4.0,Personal,A,8000,5.99,0,0.1,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,4-5 Years,5,5,5,0,0,15,Low Risk
12050,25,30000,Rent,10.0,Venture,A,11400,7.51,1,0.38,N,4,Default,No Previous Default,18-25,Low Income,Medium Loan,Very Low Rate,High DTI,Short History,6-10 Years,5,5,20,0,0,30,Medium Risk
12051,26,41500,Rent,9.0,Education,A,11400,7.66,0,0.27,N,3,Non-Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,Medium DTI,Very Short History,6-10 Years,5,5,10,0,0,20,Low Risk
12052,24,43000,Rent,3.0,Medical,A,11400,7.49,0,0.27,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Very Low Rate,Medium DTI,Very Short History,2-3 Years,5,5,10,0,0,20,Low Risk
12053,25,79000,Own,3.0,Venture,A,14000,6.92,0,0.18,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Very Low Rate,Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
12054,22,79000,Mortgage,3.0,Venture,C,35000,13.8,0,0.44,Y,2,Non-Default,Previous Default,18-25,Mid Income,Very Large Loan,Medium Rate,High DTI,Very Short History,2-3 Years,20,10,20,15,0,65,High Risk
12055,22,50000,Rent,6.0,Education,D,11400,17.58,0,0.23,Y,4,Non-Default,Previous Default,18-25,Lower-Mid Income,Medium Loan,High Rate,Medium DTI,Short History,6-10 Years,35,15,10,15,0,75,High Risk
12056,23,60000,Rent,4.0,Personal,C,11400,15.23,0,0.19,Y,4,Non-Default,Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,4-5 Years,20,10,5,15,0,50,Medium Risk
12057,25,79000,Mortgage,9.0,Debtconsolidation,A,10000,5.79,0,0.13,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12058,25,79000,Mortgage,3.0,Homeimprovement,A,20000,6.91,0,0.25,N,3,Non-Default,No Previous Default,18-25,Mid Income,Large Loan,Very Low Rate,Medium DTI,Very Short History,2-3 Years,5,5,10,0,0,20,Low Risk
12059,22,62050,Mortgage,1.0,Medical,C,2000,13.35,1,0.03,Y,4,Default,Previous Default,18-25,Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,20,10,5,15,0,50,Medium Risk
12060,24,65000,Rent,2.0,Homeimprovement,B,11400,11.89,0,0.18,N,3,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
12061,24,73000,Rent,1.0,Debtconsolidation,D,11400,14.84,1,0.16,Y,4,Default,Previous Default,18-25,Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,0-1 Years,35,10,5,15,0,65,High Risk
12062,25,79000,Mortgage,0.0,Debtconsolidation,A,9000,6.76,0,0.11,N,4,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
12063,25,62050,Mortgage,7.0,Medical,B,18300,10.62,1,0.25,N,3,Default,No Previous Default,18-25,Mid Income,Large Loan,Low Rate,Medium DTI,Very Short History,6-10 Years,10,5,10,0,0,25,Low Risk
12064,22,79000,Mortgage,6.0,Education,B,10000,10.99,0,0.13,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12065,23,79000,Mortgage,2.0,Education,A,3200,7.88,0,0.04,N,2,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
12066,23,107806,Rent,3.0,Venture,B,11425,10.37,0,0.11,N,3,Non-Default,No Previous Default,18-25,Upper-Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
12067,23,79000,Mortgage,7.0,Education,C,16000,12.73,0,0.2,Y,4,Non-Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,Low DTI,Short History,6-10 Years,20,10,10,15,0,55,High Risk
12068,22,79000,Mortgage,6.0,Venture,C,11000,13.11,0,0.14,Y,4,Non-Default,Previous Default,18-25,Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
12069,26,79000,Mortgage,6.0,Personal,C,14000,13.57,0,0.18,Y,3,Non-Default,Previous Default,26-35,Mid Income,Medium Loan,Medium Rate,Low DTI,Very Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
12070,25,79000,Own,9.0,Venture,B,14500,11.48,0,0.18,N,3,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12071,26,79000,Mortgage,4.0,Debtconsolidation,C,18500,13.48,0,0.23,Y,3,Non-Default,Previous Default,26-35,Mid Income,Large Loan,Medium Rate,Medium DTI,Very Short History,4-5 Years,20,10,10,15,0,55,High Risk
12072,25,79000,Mortgage,2.0,Medical,C,15000,13.79,0,0.19,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Medium Rate,Low DTI,Very Short History,2-3 Years,20,10,5,0,0,35,Medium Risk
12073,25,79000,Mortgage,9.0,Personal,B,7500,10.01,0,0.09,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12074,23,79100,Mortgage,4.0,Venture,A,3300,5.42,0,0.04,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,4-5 Years,5,5,5,0,0,15,Low Risk
12075,24,24000,Rent,0.0,Education,A,11500,7.51,1,0.48,N,3,Default,No Previous Default,18-25,Low Income,Medium Loan,Very Low Rate,High DTI,Very Short History,0-1 Years,5,5,20,0,10,40,Medium Risk
12076,26,79200,Mortgage,8.0,Medical,A,6075,6.03,0,0.08,N,2,Non-Default,No Previous Default,26-35,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12077,24,79200,Own,8.0,Venture,A,3800,6.62,0,0.05,N,4,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12078,23,79200,Mortgage,7.0,Education,A,5000,5.42,0,0.06,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12079,23,79200,Mortgage,6.0,Education,A,8000,7.88,0,0.1,N,4,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12080,22,79200,Mortgage,6.0,Venture,B,4750,10.25,0,0.06,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12081,26,79380,Mortgage,5.0,Education,C,10000,12.23,0,0.13,Y,3,Non-Default,Previous Default,26-35,Mid Income,Small Loan,Medium Rate,Low DTI,Very Short History,4-5 Years,20,10,5,15,0,50,Medium Risk
12082,24,79400,Mortgage,8.0,Homeimprovement,B,12000,9.88,0,0.15,N,4,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Low Rate,Low DTI,Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12083,25,62393,Other,0.0,Medical,D,20000,15.05,1,0.27,Y,3,Default,Previous Default,18-25,Mid Income,Large Loan,Medium Rate,Medium DTI,Very Short History,0-1 Years,35,10,10,15,0,70,High Risk
12084,26,79500,Mortgage,1.0,Education,B,6000,11.36,0,0.08,N,2,Non-Default,No Previous Default,26-35,Mid Income,Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
12085,26,79560,Mortgage,10.0,Debtconsolidation,B,8000,12.53,0,0.1,N,4,Non-Default,No Previous Default,26-35,Mid Income,Small Loan,Medium Rate,Very Low DTI,Short History,6-10 Years,10,10,5,0,0,25,Low Risk
12086,26,34100,Rent,0.0,Debtconsolidation,A,11500,6.62,1,0.34,N,3,Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Very Short History,0-1 Years,5,5,20,0,0,30,Medium Risk
12087,22,79618,Mortgage,6.0,Education,A,7000,7.74,0,0.09,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12088,21,34500,Rent,2.0,Homeimprovement,D,11500,15.31,1,0.33,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,High DTI,Very Short History,2-3 Years,35,10,20,0,0,65,High Risk
12089,24,79632,Mortgage,8.0,Education,C,7200,14.17,0,0.09,Y,3,Non-Default,Previous Default,18-25,Mid Income,Small Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
12090,26,79700,Mortgage,9.0,Debtconsolidation,B,7200,9.99,0,0.09,N,3,Non-Default,No Previous Default,26-35,Mid Income,Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12091,25,79700,Mortgage,6.0,Homeimprovement,A,10000,7.49,0,0.13,N,4,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Low DTI,Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12092,24,79768,Own,2.0,Education,C,12000,13.49,0,0.15,Y,4,Non-Default,Previous Default,18-25,Mid Income,Medium Loan,Medium Rate,Low DTI,Short History,2-3 Years,20,10,5,15,0,50,Medium Risk
12093,23,40000,Own,7.0,Education,A,13000,7.29,0,0.33,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Very Low Rate,High DTI,Short History,6-10 Years,5,5,20,0,0,30,Medium Risk
12094,25,79992,Mortgage,9.0,Education,A,10000,6.03,0,0.13,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12095,23,79992,Mortgage,7.0,Debtconsolidation,B,6000,10.99,0,0.08,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
12096,23,34000,Rent,0.0,Debtconsolidation,B,11500,11.49,1,0.34,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Low Rate,High DTI,Very Short History,0-1 Years,10,5,20,0,0,35,Medium Risk
12097,23,79996,Mortgage,2.0,Education,E,24000,16.32,0,0.3,Y,3,Non-Default,Previous Default,18-25,Mid Income,Large Loan,High Rate,Medium DTI,Very Short History,2-3 Years,50,15,20,15,0,100,Very High Risk
12098,23,40000,Own,6.0,Education,A,3000,7.66,0,0.07,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12099,26,74000,Mortgage,8.0,Education,B,15000,9.91,1,0.2,N,3,Default,No Previous Default,26-35,Mid Income,Medium Loan,Low Rate,Low DTI,Very Short History,6-10 Years,10,5,10,0,0,25,Low Risk
12100,26,41784,Rent,0.0,Education,B,11500,10.95,0,0.28,N,4,Non-Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,Medium DTI,Short History,0-1 Years,10,5,10,0,0,25,Low Risk
12101,26,80000,Mortgage,5.0,Venture,D,12000,16.29,0,0.15,N,2,Non-Default,No Previous Default,26-35,Mid Income,Medium Loan,High Rate,Low DTI,Very Short History,4-5 Years,35,15,5,0,0,55,High Risk
12102,24,42000,Rent,8.0,Debtconsolidation,A,11500,7.88,0,0.27,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Very Low Rate,Medium DTI,Very Short History,6-10 Years,5,5,10,0,0,20,Low Risk
12103,25,80000,Mortgage,9.0,Venture,E,4000,19.03,0,0.05,Y,3,Non-Default,Previous Default,18-25,Mid Income,Very Small Loan,High Rate,Very Low DTI,Very Short History,6-10 Years,50,15,5,15,0,85,Very High Risk
12104,25,80000,Mortgage,7.0,Homeimprovement,A,6000,7.9,0,0.07,N,3,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12105,25,42000,Rent,9.0,Venture,C,11500,13.79,0,0.27,Y,3,Non-Default,Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,Medium DTI,Very Short History,6-10 Years,20,10,10,15,0,55,High Risk
12106,24,80000,Mortgage,9.0,Medical,A,10000,7.49,0,0.13,N,2,Non-Default,No Previous Default,18-25,Mid Income,Small Loan,Very Low Rate,Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
12107,26,45760,Rent,8.0,Debtconsolidation,C,11500,11.78,0,0.25,N,4,Non-Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Low Rate,Medium DTI,Short History,6-10 Years,20,5,10,0,0,35,Medium Risk
12108,25,45996,Rent,3.0,Venture,C,11500,12.53,0,0.25,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Medium Loan,Medium Rate,Medium DTI,Short History,2-3 Years,20,10,10,0,0,40,Medium Risk
12109,23,80000,Mortgage,7.0,Education,B,15000,12.42,0,0.19,N,2,Non-Default,No Previous Default,18-25,Mid Income,Medium Loan,Medium Rate,Low DTI,Very Short History,6-10 Years,10,10,5,0,0,25,Low Risk
12110,26,62900,Mortgage,4.0,Medical,A,11000,7.9,1,0.15,N,3,Default,No Previous Default,26-35,Mid Income,Medium Loan,Very Low Rate,Low DTI,Very Short History,4-5 Years,5,5,5,0,0,15,Low Risk
12111,26,57000,Rent,0.0,Homeimprovement,A,11500,7.51,0,0.2,N,3,Non-Default,No Previous Default,26-35,Lower-Mid Income,Medium Loan,Very Low Rate,Low DTI,Very Short History,0-1 Years,5,5,10,0,0,20,Low Risk
