loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status
14396,24,105000,Mortgage,4.0,Venture,C,4000,11.34,0,0.04,N,4,Non-Default,No Previous Default
14397,26,35000,Rent,7.0,Medical,B,14575,10.65,1,0.42,N,3,Default,No Previous Default
14398,23,38800,Rent,2.0,Medical,A,14575,7.49,1,0.38,N,4,Default,No Previous Default
14399,23,30000,Rent,3.0,Personal,A,14600,6.03,1,0.49,N,4,Default,No Previous Default
14400,24,105018,Mortgage,8.0,Homeimprovement,D,28000,15.62,0,0.27,Y,4,Non-Default,Previous Default
14401,26,60000,Rent,0.0,Venture,C,14650,12.61,0,0.24,Y,3,Non-Default,Previous Default
14402,25,31200,Rent,8.0,Debtconsolidation,C,14700,12.29,1,0.47,N,4,Default,No Previous Default
14403,24,82440,Rent,8.0,Debtconsolidation,A,14700,8.49,0,0.18,N,4,Non-Default,No Previous Default
14404,22,24000,Rent,1.0,Personal,C,15000,12.73,1,0.63,Y,4,Default,Previous Default
14405,24,105508,Mortgage,8.0,Medical,A,3500,7.66,0,0.03,N,4,Non-Default,No Previous Default
14406,22,105600,Mortgage,4.0,Personal,B,8000,11.49,0,0.08,N,2,Non-Default,No Previous Default
14407,23,105600,Mortgage,2.0,Personal,A,25000,6.99,0,0.24,N,4,Non-Default,No Previous Default
14408,22,28000,Rent,6.0,Education,B,15000,10.99,1,0.54,N,2,Default,No Previous Default
14409,23,105600,Mortgage,7.0,Debtconsolidation,A,15000,7.51,0,0.14,N,3,Non-Default,No Previous Default
14410,24,105804,Mortgage,8.0,Personal,A,15000,7.49,0,0.14,N,3,Non-Default,No Previous Default
14411,25,105897,Mortgage,9.0,Medical,B,25000,11.36,0,0.24,N,3,Non-Default,No Previous Default
14412,24,105996,Mortgage,7.0,Medical,A,3000,7.51,0,0.03,N,3,Non-Default,No Previous Default
14413,23,105999,Mortgage,6.0,Venture,B,8550,9.88,0,0.08,N,2,Non-Default,No Previous Default
14414,22,106000,Mortgage,6.0,Venture,A,35000,7.49,0,0.33,N,2,Non-Default,No Previous Default
14415,26,28800,Rent,10.0,Medical,B,15000,10.0,1,0.52,N,2,Default,No Previous Default
14416,26,106000,Mortgage,10.0,Medical,C,5000,12.98,0,0.05,N,4,Non-Default,No Previous Default
14417,25,106000,Mortgage,3.0,Debtconsolidation,A,12000,6.54,0,0.11,N,2,Non-Default,No Previous Default
14418,25,94000,Mortgage,1.0,Venture,E,25000,16.82,1,0.27,Y,2,Default,Previous Default
14419,23,106000,Mortgage,7.0,Education,A,10000,7.14,0,0.09,N,2,Non-Default,No Previous Default
14420,25,79900,Mortgage,7.0,Medical,B,15000,11.12,1,0.16,N,4,Default,No Previous Default
14421,26,29040,Rent,2.0,Education,B,15000,9.62,1,0.52,N,4,Default,No Previous Default
14422,22,30000,Rent,1.0,Debtconsolidation,C,15000,15.27,1,0.5,Y,2,Default,Previous Default
14423,26,30000,Own,3.0,Education,B,7500,11.14,0,0.25,N,3,Non-Default,No Previous Default
14424,24,106000,Mortgage,8.0,Debtconsolidation,A,4575,7.51,0,0.04,N,2,Non-Default,No Previous Default
14425,26,30000,Rent,5.0,Debtconsolidation,C,15000,12.84,1,0.5,N,3,Default,No Previous Default
14426,26,106000,Mortgage,9.0,Education,D,10000,15.33,0,0.09,Y,3,Non-Default,Previous Default
14427,22,106000,Mortgage,5.0,Education,F,25000,18.09,0,0.24,N,3,Non-Default,No Previous Default
14428,21,31200,Rent,4.0,Medical,A,15000,6.62,1,0.48,N,3,Default,No Previous Default
14429,25,106226,Mortgage,9.0,Education,B,20000,12.18,0,0.19,N,4,Non-Default,No Previous Default
14430,24,106800,Mortgage,6.0,Education,A,11525,5.42,0,0.11,N,4,Non-Default,No Previous Default
14431,24,106800,Mortgage,8.0,Personal,C,16000,13.06,0,0.15,Y,4,Non-Default,Previous Default
14432,21,31680,Rent,5.0,Medical,C,15000,12.61,1,0.47,Y,4,Default,Previous Default
14433,24,106839,Mortgage,8.0,Debtconsolidation,A,14000,7.88,0,0.13,N,4,Non-Default,No Previous Default
14434,26,30000,Own,4.0,Venture,B,5000,11.58,0,0.17,N,4,Non-Default,No Previous Default
14435,26,30000,Own,5.0,Venture,A,5000,7.49,0,0.17,N,4,Non-Default,No Previous Default
14436,25,106870,Own,9.0,Education,C,6000,15.27,0,0.06,Y,4,Non-Default,Previous Default
14437,23,106921,Mortgage,6.0,Medical,B,30000,9.99,0,0.28,N,3,Non-Default,No Previous Default
14438,23,106925,Mortgage,7.0,Education,B,24250,12.18,0,0.23,N,3,Non-Default,No Previous Default
14439,22,106982,Mortgage,6.0,Education,D,30000,14.91,0,0.28,Y,3,Non-Default,Previous Default
14440,25,30000,Own,1.0,Personal,A,3000,9.63,0,0.1,N,2,Non-Default,No Previous Default
14441,25,107000,Mortgage,4.0,Debtconsolidation,A,24000,5.99,0,0.22,N,2,Non-Default,No Previous Default
14442,22,80750,Mortgage,1.0,Medical,D,24000,15.99,1,0.25,N,4,Default,No Previous Default
14443,22,32000,Rent,6.0,Education,B,15000,9.88,1,0.47,N,4,Default,No Previous Default
14444,21,32000,Rent,5.0,Venture,C,15000,11.09,1,0.47,N,3,Default,No Previous Default
14445,25,107000,Mortgage,10.0,Homeimprovement,A,3000,7.49,0,0.03,N,2,Non-Default,No Previous Default
14446,22,32240,Rent,3.0,Personal,C,15000,13.22,1,0.47,N,3,Default,No Previous Default
14447,22,107000,Mortgage,1.0,Venture,A,10000,7.14,0,0.09,N,2,Non-Default,No Previous Default
14448,25,107000,Mortgage,1.0,Medical,A,1000,7.4,0,0.01,N,4,Non-Default,No Previous Default
14449,23,95000,Mortgage,1.0,Homeimprovement,C,19800,13.22,1,0.21,Y,3,Default,Previous Default
14450,25,107000,Mortgage,0.0,Medical,C,7000,12.87,0,0.07,N,2,Non-Default,No Previous Default
14451,22,107000,Mortgage,2.0,Medical,C,17400,13.47,0,0.16,N,4,Non-Default,No Previous Default
14452,24,30000,Own,1.0,Medical,E,15000,15.68,1,0.5,N,3,Default,No Previous Default
14453,23,95000,Mortgage,3.0,Homeimprovement,F,15000,17.03,1,0.16,N,2,Default,No Previous Default
14454,23,33204,Rent,7.0,Medical,C,2000,14.72,0,0.06,Y,3,Non-Default,Previous Default
14455,22,107004,Mortgage,2.0,Education,A,10000,7.29,0,0.09,N,3,Non-Default,No Previous Default
14456,24,107203,Mortgage,8.0,Personal,A,6000,7.4,0,0.06,N,2,Non-Default,No Previous Default
14457,23,107280,Mortgage,4.0,Education,E,25000,16.45,0,0.23,Y,4,Non-Default,Previous Default
14458,26,33600,Rent,0.0,Personal,C,2000,13.48,0,0.06,Y,2,Non-Default,Previous Default
14459,24,30000,Own,6.0,Homeimprovement,B,7500,10.96,0,0.25,N,4,Non-Default,No Previous Default
14460,26,107496,Mortgage,9.0,Debtconsolidation,B,20000,12.69,0,0.19,N,4,Non-Default,No Previous Default
14461,22,33996,Rent,3.0,Education,A,2000,8.0,0,0.06,N,2,Non-Default,No Previous Default
14462,26,107900,Mortgage,10.0,Medical,A,16500,8.94,0,0.15,N,3,Non-Default,No Previous Default
14463,22,108000,Own,2.0,Venture,C,8000,15.27,0,0.07,Y,2,Non-Default,Previous Default
14464,25,108000,Mortgage,9.0,Personal,B,4800,12.42,0,0.04,N,4,Non-Default,No Previous Default
14465,21,34800,Rent,3.0,Medical,B,2000,11.71,0,0.06,N,3,Non-Default,No Previous Default
14466,24,34860,Rent,0.0,Venture,B,2000,10.99,0,0.06,N,2,Non-Default,No Previous Default
14467,23,34884,Rent,3.0,Education,A,2000,6.92,0,0.06,N,2,Non-Default,No Previous Default
14468,25,108000,Mortgage,8.0,Venture,A,15000,6.62,0,0.14,N,2,Non-Default,No Previous Default
14469,25,35000,Rent,5.0,Venture,B,2000,9.91,0,0.06,N,4,Non-Default,No Previous Default
14470,24,35000,Rent,4.0,Education,B,2000,10.59,0,0.06,N,3,Non-Default,No Previous Default
14471,24,108000,Mortgage,8.0,Debtconsolidation,A,4200,7.49,0,0.04,N,3,Non-Default,No Previous Default
14472,25,108000,Mortgage,0.0,Homeimprovement,B,21000,11.71,0,0.19,N,4,Non-Default,No Previous Default
14473,26,35000,Rent,9.0,Medical,C,2000,13.99,0,0.06,N,2,Non-Default,No Previous Default
14474,24,108000,Mortgage,4.0,Personal,A,10000,5.99,0,0.09,N,2,Non-Default,No Previous Default
14475,23,108000,Own,2.0,Venture,A,35000,8.49,0,0.32,N,4,Non-Default,No Previous Default
14476,26,108000,Mortgage,1.0,Education,A,6000,7.49,0,0.06,N,4,Non-Default,No Previous Default
14477,22,35000,Rent,0.0,Venture,C,2000,12.99,0,0.06,Y,2,Non-Default,Previous Default
14478,25,30000,Own,1.0,Venture,C,5000,13.48,0,0.17,Y,3,Non-Default,Previous Default
14479,26,108000,Mortgage,9.0,Homeimprovement,B,18300,10.99,0,0.17,N,3,Non-Default,No Previous Default
14480,26,108000,Mortgage,4.0,Homeimprovement,A,8000,5.42,0,0.07,N,4,Non-Default,No Previous Default
14481,22,35064,Rent,4.0,Debtconsolidation,A,2000,8.38,0,0.06,N,2,Non-Default,No Previous Default
14482,25,35400,Rent,2.0,Medical,A,2000,8.49,0,0.06,N,2,Non-Default,No Previous Default
14483,26,108000,Mortgage,4.0,Homeimprovement,B,7200,9.62,0,0.07,N,2,Non-Default,No Previous Default
14484,26,96000,Mortgage,2.0,Venture,G,10000,21.14,1,0.1,N,3,Default,No Previous Default
14485,26,108000,Mortgage,4.0,Personal,A,9000,5.79,0,0.08,N,2,Non-Default,No Previous Default
14486,24,108000,Mortgage,3.0,Education,A,9050,5.42,0,0.08,N,2,Non-Default,No Previous Default
14487,25,108000,Mortgage,10.0,Homeimprovement,B,24250,10.75,0,0.22,N,2,Non-Default,No Previous Default
14488,26,108000,Mortgage,3.0,Venture,B,9000,10.38,0,0.08,N,4,Non-Default,No Previous Default
14489,25,108000,Mortgage,5.0,Venture,A,10000,7.88,0,0.09,N,3,Non-Default,No Previous Default
14490,24,108000,Mortgage,5.0,Education,D,9950,14.96,0,0.09,Y,4,Non-Default,Previous Default
14491,23,108000,Mortgage,7.0,Debtconsolidation,A,4500,7.14,0,0.04,N,3,Non-Default,No Previous Default
14492,26,36108,Rent,7.0,Medical,D,2000,16.49,0,0.06,N,3,Non-Default,No Previous Default
14493,24,37000,Rent,2.0,Medical,A,2000,5.42,0,0.05,N,4,Non-Default,No Previous Default
14494,26,108000,Mortgage,5.0,Personal,A,13000,8.94,0,0.12,N,2,Non-Default,No Previous Default
14495,23,37000,Rent,2.0,Personal,B,2000,11.14,0,0.05,N,4,Non-Default,No Previous Default
14496,26,108000,Mortgage,2.0,Medical,B,18500,12.18,0,0.17,N,2,Non-Default,No Previous Default
14497,26,108000,Mortgage,7.0,Homeimprovement,C,10000,13.57,0,0.09,N,4,Non-Default,No Previous Default
14498,25,37315,Rent,1.0,Debtconsolidation,A,2000,6.39,0,0.05,N,4,Non-Default,No Previous Default
14499,22,38000,Rent,0.0,Education,B,2000,11.36,0,0.05,N,3,Non-Default,No Previous Default
14500,23,108000,Mortgage,1.0,Education,B,14000,11.89,0,0.13,N,2,Non-Default,No Previous Default
14501,24,108000,Mortgage,1.0,Homeimprovement,C,18000,12.53,0,0.17,Y,3,Non-Default,Previous Default
14502,24,108000,Other,5.0,Education,B,10000,9.7,0,0.09,N,4,Non-Default,No Previous Default
14503,25,108000,Mortgage,9.0,Medical,B,15000,10.39,0,0.14,N,4,Non-Default,No Previous Default
14504,23,108060,Mortgage,7.0,Debtconsolidation,C,14400,14.27,0,0.13,N,2,Non-Default,No Previous Default
14505,24,38000,Rent,1.0,Medical,B,2000,11.83,0,0.05,N,2,Non-Default,No Previous Default
14506,24,108288,Mortgage,5.0,Debtconsolidation,A,10000,8.49,0,0.09,N,2,Non-Default,No Previous Default
14507,21,38400,Rent,5.0,Venture,B,2000,10.99,0,0.05,N,2,Non-Default,No Previous Default
14508,23,38400,Rent,1.0,Venture,A,2000,7.66,0,0.05,N,3,Non-Default,No Previous Default
14509,22,108600,Mortgage,6.0,Education,C,14400,13.48,0,0.13,N,3,Non-Default,No Previous Default
14510,23,108600,Mortgage,3.0,Medical,C,8000,12.87,0,0.07,Y,2,Non-Default,Previous Default
14511,24,108600,Mortgage,4.0,Debtconsolidation,B,15000,12.18,0,0.14,N,2,Non-Default,No Previous Default
14512,25,32400,Rent,1.0,Education,C,2000,14.35,1,0.06,N,2,Default,No Previous Default
14513,26,39000,Rent,2.0,Education,C,2000,12.98,0,0.05,N,4,Non-Default,No Previous Default
14514,25,108960,Mortgage,0.0,Personal,C,10000,13.57,0,0.09,N,3,Non-Default,No Previous Default
14515,25,109000,Mortgage,9.0,Venture,A,12000,7.51,0,0.11,N,4,Non-Default,No Previous Default
14516,25,109000,Mortgage,6.0,Debtconsolidation,A,16000,6.03,0,0.15,N,2,Non-Default,No Previous Default
14517,24,33500,Rent,5.0,Homeimprovement,C,2000,13.8,1,0.06,N,2,Default,No Previous Default
14518,24,109000,Mortgage,3.0,Debtconsolidation,B,8800,12.69,0,0.08,N,2,Non-Default,No Previous Default
14519,23,109000,Mortgage,5.0,Education,A,7500,8.9,0,0.07,N,4,Non-Default,No Previous Default
14520,24,109000,Mortgage,8.0,Education,B,6000,11.99,0,0.06,N,4,Non-Default,No Previous Default
14521,26,109000,Mortgage,10.0,Personal,A,15000,6.99,0,0.14,N,4,Non-Default,No Previous Default
14522,25,109000,Mortgage,5.0,Venture,A,5000,8.49,0,0.05,N,3,Non-Default,No Previous Default
14523,26,109000,Mortgage,0.0,Debtconsolidation,A,20000,6.54,0,0.18,N,3,Non-Default,No Previous Default
14524,26,109000,Mortgage,8.0,Medical,B,20000,10.75,0,0.18,N,4,Non-Default,No Previous Default
14525,25,109000,Mortgage,5.0,Debtconsolidation,B,15000,10.25,0,0.14,N,3,Non-Default,No Previous Default
14526,24,109000,Mortgage,9.0,Venture,B,15250,11.14,0,0.14,N,4,Non-Default,No Previous Default
14527,22,97000,Mortgage,4.0,Debtconsolidation,B,14000,11.48,1,0.14,N,2,Default,No Previous Default
14528,25,109000,Mortgage,9.0,Education,A,14000,9.63,0,0.13,N,3,Non-Default,No Previous Default
14529,26,109000,Mortgage,10.0,Personal,A,6000,7.68,0,0.06,N,3,Non-Default,No Previous Default
14530,26,109200,Mortgage,10.0,Personal,A,2300,7.9,0,0.02,N,4,Non-Default,No Previous Default
14531,23,109200,Mortgage,4.0,Venture,A,10000,8.63,0,0.09,N,2,Non-Default,No Previous Default
14532,24,109500,Mortgage,3.0,Education,B,3500,10.75,0,0.03,N,3,Non-Default,No Previous Default
14533,26,109500,Mortgage,11.0,Venture,E,20000,17.56,0,0.18,N,2,Non-Default,No Previous Default
14534,26,109500,Mortgage,10.0,Venture,B,5000,10.95,0,0.05,N,3,Non-Default,No Previous Default
14535,24,109720,Mortgage,2.0,Venture,B,20000,10.75,0,0.18,N,4,Non-Default,No Previous Default
14536,23,39996,Rent,7.0,Personal,B,2000,10.99,0,0.05,N,2,Non-Default,No Previous Default
14537,25,110000,Mortgage,8.0,Debtconsolidation,A,5500,6.62,0,0.05,N,2,Non-Default,No Previous Default
14538,23,40000,Rent,5.0,Personal,B,2000,11.71,0,0.05,N,2,Non-Default,No Previous Default
14539,25,33600,Rent,0.0,Personal,B,15000,11.11,1,0.45,N,4,Default,No Previous Default
14540,26,110000,Mortgage,1.0,Medical,B,5000,12.69,0,0.05,N,2,Non-Default,No Previous Default
14541,21,33800,Rent,5.0,Medical,B,15000,11.71,1,0.44,N,2,Default,No Previous Default
14542,22,33996,Rent,6.0,Venture,D,15000,14.96,1,0.44,Y,4,Default,Previous Default
14543,22,40800,Rent,5.0,Education,A,2000,6.62,0,0.05,N,3,Non-Default,No Previous Default
14544,25,110000,Mortgage,5.0,Venture,C,1200,13.49,0,0.01,N,4,Non-Default,No Previous Default
14545,22,34800,Rent,6.0,Debtconsolidation,D,2000,16.89,1,0.06,Y,4,Default,Previous Default
14546,25,110000,Mortgage,9.0,Education,C,8000,13.48,0,0.07,N,3,Non-Default,No Previous Default
14547,25,42000,Rent,2.0,Medical,B,2000,9.25,0,0.05,N,3,Non-Default,No Previous Default
14548,25,110000,Mortgage,1.0,Debtconsolidation,B,10000,12.69,0,0.09,N,3,Non-Default,No Previous Default
14549,26,28944,Own,10.0,Education,B,9000,10.99,0,0.31,N,4,Non-Default,No Previous Default
14550,25,110000,Own,6.0,Personal,B,28000,9.91,0,0.25,N,2,Non-Default,No Previous Default
14551,24,110000,Mortgage,8.0,Personal,A,27300,7.51,0,0.25,N,3,Non-Default,No Previous Default
14552,22,42000,Rent,6.0,Education,B,2000,10.36,0,0.05,N,4,Non-Default,No Previous Default
14553,23,28872,Own,7.0,Venture,B,2000,10.37,0,0.07,N,3,Non-Default,No Previous Default
14554,25,110000,Mortgage,7.0,Debtconsolidation,B,8400,12.69,0,0.08,N,4,Non-Default,No Previous Default
14555,23,110000,Mortgage,4.0,Education,B,25000,9.91,0,0.23,N,3,Non-Default,No Previous Default
14556,24,110000,Mortgage,0.0,Education,A,5000,6.03,0,0.05,N,4,Non-Default,No Previous Default
14557,22,110000,Mortgage,6.0,Personal,A,2800,8.49,0,0.03,N,4,Non-Default,No Previous Default
14558,23,110000,Mortgage,4.0,Venture,A,2500,6.99,0,0.02,N,2,Non-Default,No Previous Default
14559,24,110000,Mortgage,2.0,Education,B,9000,10.99,0,0.08,N,3,Non-Default,No Previous Default
14560,22,110000,Mortgage,0.0,Debtconsolidation,A,28000,7.49,0,0.25,N,4,Non-Default,No Previous Default
14561,23,42870,Rent,7.0,Medical,A,2000,5.42,0,0.05,N,3,Non-Default,No Previous Default
14562,24,110000,Mortgage,8.0,Medical,A,10800,6.99,0,0.1,N,4,Non-Default,No Previous Default
14563,23,110000,Mortgage,0.0,Venture,B,7000,10.59,0,0.06,N,2,Non-Default,No Previous Default
14564,23,42996,Rent,7.0,Venture,C,2000,13.61,0,0.05,Y,2,Non-Default,Previous Default
14565,25,110000,Own,7.0,Venture,B,8000,10.99,0,0.07,N,3,Non-Default,No Previous Default
14566,24,37200,Rent,3.0,Venture,D,2000,15.31,1,0.05,N,2,Default,No Previous Default
14567,24,110000,Mortgage,8.0,Personal,D,10000,15.62,0,0.09,Y,4,Non-Default,Previous Default
14568,26,37680,Rent,5.0,Medical,D,2000,14.96,1,0.05,N,3,Default,No Previous Default
14569,21,110000,Mortgage,0.0,Venture,B,14000,9.99,0,0.13,N,2,Non-Default,No Previous Default
14570,26,83300,Mortgage,0.0,Medical,D,28000,15.62,1,0.29,Y,2,Default,Previous Default
14571,25,44000,Rent,2.0,Venture,A,2000,7.66,0,0.05,N,3,Non-Default,No Previous Default
14572,26,110000,Mortgage,10.0,Homeimprovement,C,23750,12.99,0,0.22,Y,4,Non-Default,Previous Default
14573,24,98000,Mortgage,1.0,Debtconsolidation,C,16000,14.79,1,0.16,Y,2,Default,Previous Default
14574,21,44304,Rent,5.0,Education,C,2000,13.85,0,0.05,N,4,Non-Default,No Previous Default
14575,23,45000,Rent,1.0,Debtconsolidation,C,2000,13.49,0,0.04,N,2,Non-Default,No Previous Default
14576,24,45000,Rent,1.0,Personal,C,2000,13.99,0,0.04,Y,2,Non-Default,Previous Default
14577,25,39000,Rent,3.0,Homeimprovement,A,2000,7.66,1,0.05,N,4,Default,No Previous Default
14578,26,110000,Mortgage,4.0,Venture,B,5000,9.63,0,0.05,N,2,Non-Default,No Previous Default
14579,26,45000,Rent,5.0,Personal,B,2000,11.49,0,0.04,N,2,Non-Default,No Previous Default
14580,23,45000,Rent,3.0,Education,B,2000,10.99,0,0.04,N,3,Non-Default,No Previous Default
14581,26,110000,Mortgage,3.0,Debtconsolidation,A,4000,6.92,0,0.04,N,2,Non-Default,No Previous Default
14582,24,110000,Mortgage,0.0,Education,D,13200,15.28,0,0.12,N,3,Non-Default,No Previous Default
14583,22,110000,Mortgage,2.0,Venture,B,9000,11.11,0,0.08,N,4,Non-Default,No Previous Default
14584,25,110000,Mortgage,5.0,Education,A,10800,6.92,0,0.1,N,3,Non-Default,No Previous Default
14585,25,110000,Mortgage,1.0,Education,B,6500,10.37,0,0.06,N,3,Non-Default,No Previous Default
14586,23,110000,Mortgage,1.0,Personal,B,18000,10.37,0,0.16,N,3,Non-Default,No Previous Default
14587,24,45000,Rent,0.0,Venture,A,2000,7.51,0,0.04,N,4,Non-Default,No Previous Default
14588,26,110000,Mortgage,2.0,Homeimprovement,B,12000,10.74,0,0.11,N,4,Non-Default,No Previous Default
14589,26,110000,Mortgage,5.0,Personal,B,15000,11.11,0,0.14,N,3,Non-Default,No Previous Default
14590,22,39000,Rent,0.0,Debtconsolidation,D,2000,14.84,1,0.05,Y,2,Default,Previous Default
14591,23,28800,Own,7.0,Medical,A,12250,7.51,0,0.43,N,4,Non-Default,No Previous Default
14592,23,45000,Rent,7.0,Venture,A,2000,7.05,0,0.04,N,3,Non-Default,No Previous Default
14593,25,45500,Rent,3.0,Medical,C,2000,13.49,0,0.04,Y,3,Non-Default,Previous Default
14594,23,110000,Mortgage,8.0,Venture,A,7800,7.49,0,0.07,N,4,Non-Default,No Previous Default
14595,22,110000,Mortgage,5.0,Personal,C,8000,12.98,0,0.07,N,4,Non-Default,No Previous Default
14596,25,110000,Mortgage,9.0,Debtconsolidation,A,18000,7.49,0,0.16,N,2,Non-Default,No Previous Default
14597,22,110000,Mortgage,6.0,Venture,B,6000,9.99,0,0.05,N,3,Non-Default,No Previous Default
14598,26,45600,Rent,5.0,Venture,A,2000,7.49,0,0.04,N,3,Non-Default,No Previous Default
14599,23,110000,Mortgage,8.0,Venture,C,7500,13.72,0,0.07,N,4,Non-Default,No Previous Default
14600,26,110000,Mortgage,0.0,Venture,A,15600,6.17,0,0.14,N,4,Non-Default,No Previous Default
14601,24,45996,Rent,3.0,Medical,C,2000,12.98,0,0.04,Y,2,Non-Default,Previous Default
14602,26,110000,Mortgage,9.0,Personal,C,20000,13.72,0,0.18,N,3,Non-Default,No Previous Default
14603,22,45996,Rent,6.0,Education,B,2000,11.36,0,0.04,N,4,Non-Default,No Previous Default
14604,25,28800,Own,3.0,Venture,C,6000,13.48,0,0.21,Y,3,Non-Default,Previous Default
14605,26,110000,Own,8.0,Education,B,17000,8.88,0,0.15,N,4,Non-Default,No Previous Default
14606,24,110000,Mortgage,8.0,Personal,A,7500,6.17,0,0.07,N,2,Non-Default,No Previous Default
14607,23,110000,Mortgage,7.0,Venture,A,5000,6.91,0,0.05,N,2,Non-Default,No Previous Default
14608,21,110000,Mortgage,5.0,Debtconsolidation,A,10000,6.54,0,0.09,N,2,Non-Default,No Previous Default
14609,24,110000,Mortgage,8.0,Personal,C,5600,12.98,0,0.05,Y,4,Non-Default,Previous Default
14610,24,110000,Own,0.0,Homeimprovement,C,10000,13.35,0,0.09,Y,2,Non-Default,Previous Default
14611,24,42000,Rent,1.0,Personal,B,2000,12.69,1,0.05,N,4,Default,No Previous Default
14612,26,110000,Mortgage,10.0,Venture,C,8000,14.35,0,0.07,Y,2,Non-Default,Previous Default
14613,25,110000,Mortgage,2.0,Homeimprovement,A,15000,7.88,0,0.14,N,2,Non-Default,No Previous Default
14614,26,110000,Mortgage,2.0,Venture,D,4500,14.84,0,0.04,N,4,Non-Default,No Previous Default
14615,22,110000,Mortgage,0.0,Education,A,12000,7.14,0,0.11,N,2,Non-Default,No Previous Default
14616,25,110000,Mortgage,9.0,Education,A,5000,7.14,0,0.05,N,4,Non-Default,No Previous Default
